incident_id,article_id,article_url,lastmod,deaths_reported,injuries_reported,preliminary_or_final,notes
INC-0053,418371,https://www.nna-leb.gov.lb/ar/news/418371/%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%AA%D9%81%D8%A7%D8%AD%D8%AA%D8%A7-8-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D9%8A%D9%86%D9%87%D9%85-5-%D9%85%D9%86-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9-2,2026-03-08T10:22:50.000+02:00,8,0,final,same Tfahta massacre as 418293/418296 (batch 2) - full named victim list (8) confirms the original 8 estimate was correct and 418296's MoPH interim figure of 5 was itself preliminary/incomplete; treat this as the final count for that incident
INC-0054,418506,https://www.nna-leb.gov.lb/ar/news/418506/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-10-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AD%D9%8A-%D8%A7%D9%84%D8%A2%D8%AB%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B5%D9%88%D8%B1-2,2026-03-08T20:52:39.000+02:00,8,0,preliminary,"headline says 10, body text says 8 - internal inconsistency in the source article itself, flag for merge review, using body figure (8) as more specific"
INC-0055,418326,https://www.nna-leb.gov.lb/ar/news/418326/19-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%A8%D9%86%D9%89-%D9%81%D9%8A-%D8%B5%D9%8A%D8%B1-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9-%D9%84%D9%8A%D9%84%D8%A7-2,2026-03-08T07:48:40.000+02:00,19,0,preliminary,"initial correspondent estimate; MoPH update in 418500 gives a much lower 10 - large discrepancy, flag heavily for merge review; article also mentions earlier Al-Bayader strike (between Kfarjouz/Habbouch) w/ no deaths"
INC-0055,418500,https://www.nna-leb.gov.lb/ar/news/418500/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-10-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%886-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D9%8A%D8%B1-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9-2,2026-03-08T20:31:42.000+02:00,10,6,preliminary,"MoPH update to 418326 chain - large drop from initial 19 estimate, flag heavily for merge review"
INC-0056,418442,https://www.nna-leb.gov.lb/ar/news/418442/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D8%B2%D8%A7%D8%B1%D8%B9-%D9%81%D9%8A-%D8%B9%D9%84%D9%85%D8%A7-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8-%D8%A8%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA%D9%87-2,2026-03-08T15:25:00.000+02:00,1,0,preliminary,"named in update 418443: Sami Y. Ghafari, brother of the town's church priest"
INC-0056,418443,https://www.nna-leb.gov.lb/ar/news/418443/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D9%84%D9%85%D8%A7-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D8%B4%D9%82%D9%8A%D9%82-%D8%AE%D9%88%D8%B1%D9%8A-%D9%83%D9%86%D9%8A%D8%B3%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D8%A9-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF%D9%87-2,2026-03-08T15:34:00.000+02:00,1,0,preliminary,update/detail to 418442 - same incident
INC-0057,418322,https://www.nna-leb.gov.lb/ar/news/418322/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B2%D9%84-%D9%81%D9%8A-%D8%B9%D9%8A%D8%AA%D9%8A%D8%AA-2,2026-03-08T07:23:40.000+02:00,3,,preliminary,
INC-0058,418504,https://www.nna-leb.gov.lb/ar/news/418504/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8810-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D9%8A%D9%86-%D8%A7%D9%84%D8%AD%D9%84%D9%88%D8%A9-2,2026-03-08T20:48:12.000+02:00,1,10,preliminary,1 dead is a Palestinian national (per source); injured: 3 Lebanese + 7 Palestinian
INC-0059,418290,https://www.nna-leb.gov.lb/ar/news/418290/4-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A9-%D9%82%D8%A7%D9%86%D8%A7-%D9%81%D8%AC%D8%B1%D8%A7-2,2026-03-08T04:47:43.000+02:00,4,,preliminary,
INC-0060,418472,https://www.nna-leb.gov.lb/ar/news/418472/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%86%D8%AD%D9%88-15-%D8%B9%D8%A7%D9%85%D9%84%D8%A7-%D9%85%D8%B9%D8%B8%D9%85%D9%87%D9%85-%D9%85%D9%86-%D8%A7%D9%84%D8%AC%D9%86%D8%B3%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%B2%D8%B1%D8%B9%D8%A9-%D8%AF%D8%AC%D8%A7%D8%AC-%D9%81%D9%8A-%D9%8A%D8%AD%D9%85%D8%B1-%D8%A7%D9%84%D8%B4%D9%82%D9%8A%D9%81-%D9%88%D9%85%D9%86%D8%A7%D8%B4%D8%AF%D8%A9-%D9%84%D9%84%D9%81%D8%B1%D9%82-%D8%A7%D9%84%D8%A7%D8%B3%D8%B9%D8%A7%D9%81%D9%8A%D8%A9-%D9%84%D9%84%D8%AA%D9%88%D8%AC%D9%87-%D8%A7%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%86-2,2026-03-08T17:52:00.000+02:00,,,preliminary,deaths implied ('الشهداء') but no number given yet in this article; count given in update 418513 (2)
INC-0060,418513,https://www.nna-leb.gov.lb/ar/news/418513/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D9%84-%D8%AC%D8%AB%D9%85%D8%A7%D9%86%D9%8A-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-%D9%88%D8%A5%D9%86%D9%82%D8%A7%D8%B0-8-%D8%AC%D8%B1%D8%AD%D9%89-%D9%86%D8%A7%D8%AC%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%8A%D8%AD%D9%85%D8%B1-2,2026-03-08T21:37:36.000+02:00,2,8,preliminary,update to 418472 chain - gives the actual death count (2)
INC-0061,418720,https://www.nna-leb.gov.lb/ar/news/418720/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D8%AF%D8%B1%D8%A7%D8%AC%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D8%B9%D8%A7%D9%85-%D8%A8%D9%8A%D8%AA-%D9%8A%D8%A7%D8%AD%D9%88%D9%86-%E2%80%93-%D8%AA%D8%A8%D9%86%D9%8A%D9%86-2,2026-03-09T15:13:40.000+02:00,1,1,preliminary,1 dead is a Syrian national (per source)
INC-0062,418592b,https://www.nna-leb.gov.lb/ar/news/418592/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA-%D9%88%D8%B7%D8%B1%D9%8A%D9%82-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%E2%80%93-%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-2,2026-03-09T09:03:49.000+02:00,2,0,preliminary,same source article as 418592; separate strike/location on a road between two towns - split into own row
INC-0063,418669,https://www.nna-leb.gov.lb/ar/news/418669/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8812%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,2026-03-09T12:09:27.000+02:00,1,12,preliminary,
INC-0064,418777,https://www.nna-leb.gov.lb/ar/news/418777/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B7%D9%8A%D8%B1%D9%8A-%D9%88%D9%82%D8%B5%D9%81-%D9%85%D8%B9%D8%A7%D8%AF-%D8%B7%D8%A7%D9%88%D9%84-%D8%A7%D8%AD%D8%B1%D8%A7%D8%AC-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D8%B7%D8%A7%D9%87%D8%B1-2,2026-03-09T18:21:04.000+02:00,,,preliminary,"deaths described only as plural 'citizens', no number given; article also mentions artillery shelling on Ali al-Taher forest near Nabatieh al-Fawqa w/ no deaths"
INC-0065,418805,https://www.nna-leb.gov.lb/ar/news/418805/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D9%85%D8%AF%D9%81%D8%B9%D9%8A-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D9%84%D9%8A%D8%B9%D8%A9-%D8%A3%D8%AF%D9%89-%D8%A5%D9%84%D9%89-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%83%D8%A7%D9%87%D9%86-%D8%A7%D9%84%D8%B1%D8%B9%D9%8A%D8%A9-%D9%88%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-6-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D8%A8%D8%AC%D8%B1%D9%88%D8%AD-2,2026-03-09T20:54:22.000+02:00,1,6,preliminary,
INC-0066,418874,https://www.nna-leb.gov.lb/ar/news/418874/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%85%D9%86-%D8%A2%D9%84-%D8%AD%D9%85%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-%D9%84%D9%8A%D9%84%D8%A7-2,2026-03-10T08:14:13.000+02:00,6,0,preliminary,"Hamdan family; event_date corrected from Mar 10 (publish date) to Mar 9 per explicit 'الليلة الماضية' (last night) text - validation audit fix; possible overlap with 418802 (same corrected date), kept separate pending user review; update/final in 418963 (8)"
INC-0066,418963,https://www.nna-leb.gov.lb/ar/news/418963/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%B9%D8%AF%D8%AF-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-8-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B4%D8%A7%D8%A8-%D8%A3%D8%B5%D9%8A%D8%A8-%D8%B3%D8%A7%D8%A8%D9%82%D9%8B%D8%A7-%D9%88%D8%B7%D9%81%D9%84%D8%A7%D9%86-2,2026-03-10T12:24:27.000+02:00,8,0,final,"event_date corrected from Mar 10 to Mar 9 (same fix as 418874 - validation audit); update to 418874 Hamdan-family chain (6->8, one victim died of wounds in hospital)"
INC-0067,418802,https://www.nna-leb.gov.lb/ar/news/418802/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-7-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D9%85%D9%8A%D8%B1%D9%8A%D8%A9-2,2026-03-09T20:32:47.000+02:00,7,2,preliminary,"SAME DATE as the Hamdan-family Nmeiriyeh massacre (418874/418963) after the retrospective-language date correction (was recorded as Mar 10, corrected to Mar 9 - see validation audit); kept as a separate incident since this is a generic unnamed-victim MoPH-style report vs. the specifically-named Hamdan family reported hours later - genuinely uncertain whether same or different strike, flagged for user review"
INC-0068,418807,https://www.nna-leb.gov.lb/ar/news/418807/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A8%D9%8A%D8%AA-%D9%84%D9%8A%D9%81-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,2026-03-09T21:03:13.000+02:00,2,8,preliminary,
INC-0069,418806,https://www.nna-leb.gov.lb/ar/news/418806/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%884-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%A8%D9%86%D9%8A%D9%86-2,2026-03-09T20:57:37.000+02:00,2,4,preliminary,distinct from the March 8 Tibnine strike (418509) - different date
INC-0070,418518,https://www.nna-leb.gov.lb/ar/news/418518/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%8816-%D8%AC%D8%B1%D9%8A%D8%AD%D9%8B%D8%A7-%D8%A7%D9%84%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-2,2026-03-08T22:12:03.000+02:00,3,16,preliminary,"chain continues in 418583 (4) then 418675 (7, final)"
INC-0070,418583,https://www.nna-leb.gov.lb/ar/news/418583/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%82%D8%B1%D9%89-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%81%D8%AC%D8%B1%D8%A7-%D9%88%D8%AF%D9%85%D8%A7%D8%B1-%D9%83%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-2,2026-03-09T09:06:00.000+02:00,4,20,preliminary,"update to 418518 chain; article is a roundup, also updates Tair Debba (see next row) and mentions Deb'aal/Bint Jbeil/Al-Tiri/Qalawiyeh/Srifa/Ainata/Khirbet Selm strikes w/ no new deaths here"
INC-0070,418675b,https://www.nna-leb.gov.lb/ar/news/418675/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AA%D8%B9%D9%84%D9%86-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B7%D9%8A%D8%B1%D8%AF%D8%A8%D8%A7-16-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%8840-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,2026-03-09T12:31:31.000+02:00,7,23,final,same source article as 418675; FINAL MoPH toll for Joya - supersedes 418518/418583 - split into own row (different town)
INC-0071,418582,https://www.nna-leb.gov.lb/ar/news/418582/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B4%D8%B1%D8%B7%D9%8A-%D8%A8%D9%84%D8%AF%D9%8A-%D9%81%D9%8A-%D8%B4%D8%A8%D8%B9%D8%A7-%D8%A8%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%B5%D8%A8%D8%A7%D8%AD-%D8%A7%D9%84%D9%8A%D9%88%D9%85-2,2026-03-09T08:46:14.000+02:00,1,0,preliminary,
INC-0072,418596,https://www.nna-leb.gov.lb/ar/news/418596/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B4%D9%88%D9%83%D9%8A%D9%86-2,2026-03-09T09:11:33.000+02:00,1,1,preliminary,update/confirmation in 418804 (1 dead/8 injured - higher injury count)
INC-0072,418804,https://www.nna-leb.gov.lb/ar/news/418804/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B4%D9%88%D9%83%D9%8A%D9%86-%D8%B4%D9%87%D9%8A%D8%AF-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,2026-03-09T20:40:12.000+02:00,1,8,preliminary,MoPH update/confirmation of 418596 - higher injury count
INC-0073,418523,https://www.nna-leb.gov.lb/ar/news/418523/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B7%D9%8A%D8%B1-%D8%AF%D8%A8%D8%A7-%D9%A3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88-%D9%A1%D9%A5-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-%D9%88%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%A7%D8%B6-%D9%85%D8%B3%D8%AA%D9%85%D8%B1-2,2026-03-09T04:20:48.000+02:00,3,15,preliminary,"chain continues in 418583 (7) then 418675 (9, final)"
INC-0073,418583b,https://www.nna-leb.gov.lb/ar/news/418583/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%82%D8%B1%D9%89-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%81%D8%AC%D8%B1%D8%A7-%D9%88%D8%AF%D9%85%D8%A7%D8%B1-%D9%83%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%89-%D8%A7%D9%84%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-2,2026-03-09T09:06:00.000+02:00,7,18,preliminary,same source article as 418583; update to 418523 chain - split into own row (different town)
INC-0073,418675,https://www.nna-leb.gov.lb/ar/news/418675/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AA%D8%B9%D9%84%D9%86-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B7%D9%8A%D8%B1%D8%AF%D8%A8%D8%A7-16-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%8840-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,2026-03-09T12:31:31.000+02:00,9,17,final,"FINAL MoPH toll for Tair Debba (9, one body still being searched for) - supersedes 418523/418583b"
INC-0074,418592,https://www.nna-leb.gov.lb/ar/news/418592/5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA-%D9%88%D8%B7%D8%B1%D9%8A%D9%82-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-%E2%80%93-%D8%B9%D9%8A%D8%AA%D8%B1%D9%88%D9%86-2,2026-03-09T09:03:49.000+02:00,3,0,preliminary,one of two strikes in this article - see next row for the second
INC-0075,419092,https://www.nna-leb.gov.lb/ar/news/419092/%D9%85%D8%B1%D9%83%D8%B2-%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA-%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A5%D8%B1%D8%AA%D9%82%D8%A7%D8%A1-%D8%B4%D9%87%D9%8A%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%88%D8%B2%D8%A7%D8%B9%D9%8A-2,2026-03-10T21:24:00.000+02:00,1,0,preliminary,
INC-0076,419102,https://www.nna-leb.gov.lb/ar/news/419102/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%88%D8%B4-%D8%B4%D9%87%D9%8A%D8%AF-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,2026-03-10T23:01:03.000+02:00,1,8,preliminary,
INC-0077,418962,https://www.nna-leb.gov.lb/ar/news/418962/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%84%D9%8A%D9%84%D8%A9-2,2026-03-10T12:19:26.000+02:00,2,0,preliminary,"distinct from the March 3 Qlaile strike (417496, batch 1) - different date"
INC-0078,419068,https://www.nna-leb.gov.lb/ar/news/419068/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D8%AC%D9%88%D9%8A%D8%A7-%D9%88%D8%B9%D8%B6%D9%88-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D9%84%D8%AF%D8%A9-2,2026-03-10T18:52:16.000+02:00,2,0,preliminary,"named: mayor Fawzi Fawaz + council member Abbas al-Baalbaki; a NEW/later strike on Joya after the 418675 'final' toll (7) - likely additive, flag for merge review"
