incident_id,event_date,town,location_raw,district,governorate,deaths_final,injuries_final,attack_type,target_description,first_nna_report,final_nna_update,nna_url_count,all_nna_urls,all_article_ids,location_ambiguous,casualty_count_ambiguous,merge_notes
INC-0116,2026-03-13,بر الياس (Bar Elias),بر الياس - البقاع الأوسط,Zahle,Bekaa,2,3,airstrike,apartment (targeted an Islamic Group official),2026-03-13T05:44:10.000+02:00,2026-03-13T05:44:10.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419722/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D8%A8%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D8%A8%D8%B1-%D8%A7%D9%84%D9%8A%D8%A7%D8%B3-2,419722,0,0,"named: sons Abdul Rahman and Mosaab al-Dahouk; the targeted official Youssef al-Dahouk (explicitly ID'd as Islamic Group official) survived, critically injured"
INC-0117,2026-03-13,برج قلاويه (Burj Qalawiyeh),برج قلاويه,Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,2026-03-14T06:12:00.000+02:00,2026-03-14T06:12:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419988/%D9%82%D8%B5%D9%81-%D9%84%D9%8A%D9%84%D9%8A-%D8%B9%D9%86%D9%8A%D9%81-%D8%B9%D9%84%D9%89-%D9%82%D8%B1%D9%89-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B7%D8%A8%D9%8A%D8%A8-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D8%AC-%D9%82%D9%84%D8%A7%D9%88%D9%8A%D9%87-2,419988,0,0,"named: Dr. Hisham Ismail (occupation stated); article also covers Bint Jbeil/Ainata/Aytaroun/Maroun al-Ras strikes and clashes, and Wadi al-Hujeir shelling w/ no deaths given here - likely connected to the much larger 419992 strike on the same village's health center later that night, flag for merge review"
INC-0118,2026-03-13,بنت جبيل (Bint Jbeil city),بنت جبيل (مدينة),Bint Jbeil,Nabatieh,3,0,airstrike,unspecified,2026-03-13T18:11:21.000+02:00,2026-03-13T18:11:21.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419940/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-2,419940,0,0,third distinct Bint Jbeil city strike this study period - different date from 419176 and 419622; article also mentions a coinciding Aytaroun strike w/ no deaths given
INC-0119,2026-03-13,شبعا (Shebaa - outskirts),أطراف شبعا,Hasbaya,Nabatieh,2,0,drone strike,unspecified,2026-03-13T08:03:15.000+02:00,2026-03-13T08:03:15.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419753/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA%D9%87%D9%85%D8%A7-%D8%BA%D8%A7%D8%B1%D8%A9-%D9%85%D9%86-%D9%85%D8%B3%D9%8A%D9%91%D8%B1%D8%A9-%D8%B9%D9%86%D8%AF-%D8%A3%D8%B7%D8%B1%D8%A7%D9%81-%D8%B4%D8%A8%D8%B9%D8%A7-2,419753,0,0,"named: Mahmoud Akrama Nassif, Hadi Mohammad Kaanan"
INC-0120,2026-03-13,طريق الشعيتية (Al-Shaitiyeh road),طريق الشعيتية,Tyre,South Lebanon,1,0,drone strike,vehicle,2026-03-13T05:34:53.000+02:00,2026-03-13T05:34:53.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419721/%D8%B4%D9%87%D9%8A%D8%AF-%D8%A8%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D8%B4%D9%8A%D8%B9%D9%8A%D8%AA%D9%8A%D8%A9-2,419721,0,0,
INC-0121,2026-03-13,عبا (Aaba),عبا,Nabatieh,Nabatieh,1,1,airstrike,residence,2026-03-13T03:17:29.000+02:00,2026-03-13T03:17:29.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419700/%D8%B4%D9%87%D9%8A%D8%AF%D8%A9-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D8%A8%D8%A7-2,419700,0,0,named: Ataf Moallem Sabra
INC-0122,2026-03-13,ياطر (Yatar),ياطر,Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,2026-03-13T11:39:00.000+02:00,2026-03-13T11:39:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419833/%D8%B4%D9%87%D9%8A%D8%AF-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A9-%D9%8A%D8%A7%D8%B7%D8%B1-2,419833,0,0,"named: Hassan Youssef Sweidan; district uncertain, verify"
INC-0123,2026-03-14,القطراني (Qatrani),القطراني - جزين,Jezzine,South Lebanon,5,6,airstrike,unspecified,2026-03-15T06:06:04.000+02:00,2026-03-15T20:44:03.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/420190/%D8%BA%D8%A7%D8%B1%D8%A9-%D9%84%D9%8A%D9%84%D8%A7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D8%B7%D8%B1%D8%A7%D9%86%D9%8A---%D8%AC%D8%B2%D9%8A%D9%86-%D9%88%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-2;https://www.nna-leb.gov.lb/ar/news/420189/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-14-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D9%87%D8%A8%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%AD%D8%A7%D8%B1%D8%A9-%D8%B5%D9%8A%D8%AF%D8%A7-%D9%88%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D9%82%D8%B7%D8%B1%D8%A7%D9%86%D9%8A-%D9%81%D9%8A-%D8%AC%D8%B2%D9%8A%D9%86-2;https://www.nna-leb.gov.lb/ar/news/420334/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D8%B7%D8%B1%D8%A7%D9%86%D9%8A-5-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%886-%D8%AC%D8%B1%D8%AD%D9%89-2,420190;420189c;420334,0,1,"death count vague ('martyrs and wounded'), no figure given; same incident as 420189c/420334 - do not double count | same source article as 420189; first quantified report for this incident (see 420190 for the initial vague mention, 420334 for final toll) - split into own row (different town) | FINAL MoPH toll, supersedes 420189c/420190 chain (3->5)"
INC-0124,2026-03-14,القنطرة (Qantara),القنطرة,Marjayoun,Nabatieh,4,0,airstrike,residence,2026-03-14T20:06:18.000+02:00,2026-03-14T20:06:18.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420167/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B9%D8%A7%D8%A6%D9%84%D8%A9-%D9%85%D9%86-4-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D9%86%D8%B7%D8%B1%D8%A9-2,420167,0,0,"named: Al-Sagheer family (father, mother, 2 children)"
INC-0125,2026-03-14,النبعة (Nabaa - Bourj Hammoud),النبعة - برج حمود,Matn,Mount Lebanon,1,4,airstrike,apartment,2026-03-14T12:58:42.000+02:00,2026-03-14T12:58:42.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420086/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%86%D8%A8%D8%B9%D8%A9---%D8%A8%D8%B1%D8%AC-%D8%AD%D9%85%D9%88%D8%AF-2,420086,0,0,
INC-0126,2026-03-14,برج قلاويه (Burj Qalawiyeh),برج قلاويه,Bint Jbeil,Nabatieh,12,,airstrike,Islamic Health Authority center (explicit target - a medical facility),2026-03-14T06:20:00.000+02:00,2026-03-14T06:20:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/419992/12-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D8%AC-%D9%82%D9%84%D8%A7%D9%88%D9%8A%D8%A9-2,419992,0,0,"MAJOR strike; likely same broader incident cluster as 419988's 1-dead doctor report - flag heavily for merge review. Later context (420111) references 31 total medic deaths incl. bodies recovered from a primary health care center in this same village, consistent with this strike"
INC-0127,2026-03-14,حارة صيدا (Harit Saida),حارة صيدا,Sidon,South Lebanon,4,2,airstrike,apartment,2026-03-14T06:14:27.000+02:00,2026-03-15T06:06:44.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/419989/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-4-%D8%A3%D8%B4%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AA%D8%B9%D9%85%D9%8A%D8%B1-%D8%AD%D8%A7%D8%B1%D8%A9-%D8%B5%D9%8A%D8%AF%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/420189/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-14-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D9%87%D8%A8%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%AD%D8%A7%D8%B1%D8%A9-%D8%B5%D9%8A%D8%AF%D8%A7-%D9%88%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D9%82%D8%B7%D8%B1%D8%A7%D9%86%D9%8A-%D9%81%D9%8A-%D8%AC%D8%B2%D9%8A%D9%86-2,419989;420189b,0,0,FINAL toll confirmed in 420189 (4/2 injured) | same source article as 420189; FINAL MoPH toll confirming 419989 - split into own row (different town)
INC-0128,2026-03-14,مجدل سلم (Majdal Selem),مجدل سلم,Marjayoun,Nabatieh,1,2,airstrike,unspecified,2026-03-14T21:22:51.000+02:00,2026-03-14T21:22:51.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420176/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-5-%D9%88%D8%AC%D8%B1%D8%AD-7-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A-%D9%85%D9%8A%D9%81%D8%AF%D9%88%D9%86-%D9%88%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-2,420176b,0,0,"same source article as 420176; split into own row (different town) - distinct date from the March 6 Majdal Selem massacre (417990, batch 1) and the March 15 Majdal Selem strike (420332)"
INC-0129,2026-03-14,ميفدون (Meifadoun),ميفدون,Nabatieh,Nabatieh,4,5,airstrike,residence,2026-03-14T18:44:00.000+02:00,2026-03-14T21:22:51.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/420152/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-4-%D9%85%D9%86-%D8%A7%D9%84%D8%B7%D9%8A%D8%A8%D8%A9-%D8%A8%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%8A%D9%81%D8%AF%D9%88%D9%86-2;https://www.nna-leb.gov.lb/ar/news/420176/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-5-%D9%88%D8%AC%D8%B1%D8%AD-7-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A-%D9%85%D9%8A%D9%81%D8%AF%D9%88%D9%86-%D9%88%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-2,420152;420176,0,0,"named: Souli family (displaced from Tayibeh); distinct from the March 7 Meifadoun strike (418222, batch 2); update/confirmation in 420176 | MoPH confirmation of 420152 - do not double count"
INC-0130,2026-03-15,الشرحبيل (Sharhabil),الشرحبيل - صيدا,Sidon,South Lebanon,1,0,airstrike,apartment,2026-03-15T05:24:00.000+02:00,2026-03-15T10:02:56.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/420180/%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B4%D8%B1%D8%AD%D8%A8%D9%8A%D9%84---%D8%B5%D9%8A%D8%AF%D8%A7-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%B7%D9%86-2;https://www.nna-leb.gov.lb/ar/news/420226/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A9-%D8%B4%D8%B1%D8%AD%D8%A8%D9%8A%D9%84---%D8%B5%D9%8A%D8%AF%D8%A7-2,420180;420226,0,0,update/confirmation in 420226 | MoPH confirmation of 420180 - do not double count; injuries revised to 3 children
INC-0131,2026-03-15,طريق النبطية الفوقا (Nabatieh al-Fawqa road),طريق النبطية الفوقا,Nabatieh,Nabatieh,1,0,airstrike,shop (Express),2026-03-15T15:39:18.000+02:00,2026-03-15T15:39:18.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420287/%D8%B4%D9%87%D9%8A%D8%AF-%D8%A8%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%88%D9%82%D8%A7-2,420287,0,0,
INC-0132,2026-03-15,عيتيت (Aitit),عيتيت,Nabatieh,Nabatieh,3,3,airstrike,unspecified,2026-03-15T20:35:55.000+02:00,2026-03-15T20:35:55.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420332/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-5-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-%D9%88%D8%B9%D9%8A%D8%AA%D9%8A%D8%AA-2,420332b,0,0,"same source article as 420332; split into own row (different town) - distinct date from the March 8 Aitit strike (418322, batch 2)"
INC-0133,2026-03-15,مجدل سلم (Majdal Selem),مجدل سلم,Marjayoun,Nabatieh,2,4,airstrike,unspecified,2026-03-15T20:35:55.000+02:00,2026-03-15T20:35:55.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420332/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-5-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D9%85%D8%AC%D8%AF%D9%84-%D8%B3%D9%84%D9%85-%D9%88%D8%B9%D9%8A%D8%AA%D9%8A%D8%AA-2,420332,0,0,distinct date from the March 6 (417990) and March 14 (420176b) Majdal Selem strikes
INC-0134,2026-03-16,القنطرة (Qantara),القنطرة,Marjayoun,Nabatieh,4,0,airstrike,unspecified,2026-03-16T10:05:05.000+02:00,2026-03-16T10:05:05.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420429/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D9%86%D8%B7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-%D9%85%D9%88%D8%A7%D8%B7%D9%86%D9%8A%D9%86-%D9%85%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B7%D9%81%D9%84%D8%A7%D9%86-2,420429,0,0,"2 children; distinct date from the March 14 Qantara/Al-Sagheer-family strike (420167, batch 5)"
INC-0135,2026-03-16,كفرصير (Kfarsir),كفرصير,Nabatieh,Nabatieh,3,1,double-tap airstrike,"1 civilian (home) + 2 medics (Islamic Health Authority, explicit)",2026-03-16T07:03:09.000+02:00,2026-03-16T07:03:09.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420377/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D9%85%D8%B3%D8%B9%D9%81%D8%A7%D9%86-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%B5%D9%8A%D8%B1-2,420377,0,0,second strike hit the responding ambulance
INC-0136,2026-03-16,معركة (Maaraka junction),مفرق معركة,Tyre,South Lebanon,1,16,airstrike,apartment,2026-03-16T18:55:19.000+02:00,2026-03-16T20:56:51.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/420564/%D8%B4%D9%87%D9%8A%D8%AF-%D9%885-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D8%B4%D9%82%D8%A9-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D8%B9%D9%86%D8%AF-%D9%85%D9%81%D8%B1%D9%82-%D9%85%D8%B9%D8%B1%D9%83%D8%A9-2;https://www.nna-leb.gov.lb/ar/news/420574/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D8%B1%D9%8A%D9%81%D8%A7-%D9%88%D8%A7%D9%84%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%81%D8%B1%D9%82-%D9%85%D8%B9%D8%B1%D9%83%D8%A9---%D8%B5%D9%88%D8%B1-%D8%B4%D9%87%D9%8A%D8%AF-%D9%886-%D8%AC%D8%B1%D8%AD%D9%89-%D9%88%D9%81%D9%8A-%D8%B5%D8%B1%D9%8A%D9%81%D8%A7-%D8%B9%D8%AF%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-2;https://www.nna-leb.gov.lb/ar/news/420575/%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%B9%D8%B1%D9%83%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8816-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-%D8%A8%D9%8A%D9%86%D9%87%D9%85-7-%D8%B3%D9%8A%D8%AF%D8%A7%D8%AA-2,420564;420574;420575,0,0,"chain continues in 420574 (final, 6 inj.) and 420575 (MoPH, 16 inj.) - injury counts vary, deaths consistent at 1 | final toll per Tyre district health chief, update to 420564; article also mentions a same-night Srifa strike w/ injuries but no confirmed death | MoPH figure, higher injury count than 420564/420574 - flag for merge review, death count consistent"
INC-0137,2026-03-16,ياطر (Yatar),ياطر,Bint Jbeil,Nabatieh,1,0,drone strike,ambulance (named medic Mohammad Jaafar),2026-03-16T17:00:00.000+02:00,2026-03-16T18:30:43.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/420532/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D8%B3%D8%B9%D9%81-%D9%88%D8%AC%D8%B1%D8%AD-%D8%A2%D8%AE%D8%B1-%D8%AC%D8%B1%D8%A7%D8%A1-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D8%B3%D9%8A%D8%B1%D8%A9-%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D9%84%D8%A7%D9%84%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D9%8A%D8%A7%D8%B7%D8%B1-2;https://www.nna-leb.gov.lb/ar/news/420556/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D8%B3%D8%B9%D9%81-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D8%B9%D8%A7%D9%81-%D9%81%D9%8A-%D9%8A%D8%A7%D8%B7%D8%B1-2,420532;420556,0,0,"likely same incident as 420556 (named medic, ambulance struck) - do not double count | likely same incident as 420532 - do not double count"
INC-0138,2026-03-17,Aaba-Jbeshit area,بين عبا وجبشيت - قرب مدرسة التنشئة,Nabatieh,Nabatieh,1,1,drone strike,vehicle,2026-03-17T14:40:38.000+02:00,2026-03-17T14:40:38.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420778/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%A7%D8%B5%D8%A7%D8%A8%D8%A9-%D9%85%D9%88%D8%A7%D8%B7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A8%D9%84%D8%AF%D8%AA%D9%8A-%D8%B9%D8%A8%D8%A7-%D9%88%D8%AC%D8%A8%D8%B4%D9%8A%D8%AA-%D9%88%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-%D9%85%D8%A8%D9%86%D9%89-%D9%81%D9%8A-%D8%AA%D9%88%D9%84-2,420778,1,0,article also mentions a Tool building destroyed by a separate strike w/ no deaths given
INC-0139,2026-03-17,Zebdine-Nabatieh road,طريق زبدين - النبطية,Nabatieh,Nabatieh,2,,drone strike,"2 soldiers on a motorcycle (Lebanese Army, explicit)",2026-03-17T14:14:00.000+02:00,2026-03-17T14:14:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420770/%D9%82%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D9%8E%D9%91%D9%8A%D9%86-%D9%86%D8%AA%D9%8A%D8%AC%D8%A9-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%B7%D8%B1%D9%8A%D9%82-%D8%B2%D8%A8%D8%AF%D9%8A%D9%86---%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-2,420770,1,0,Army statement (via X/Twitter); chain continues in 420801/420826
INC-0140,2026-03-17,الجميجمة (Al-Jmeijmeh),الجميجمة,Tyre,South Lebanon,2,0,airstrike,unspecified,2026-03-17T10:05:47.000+02:00,2026-03-17T10:05:47.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/420682/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D8%AC%D9%85%D8%A9-%D9%88%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D9%82%D8%B5%D9%81-%D9%84%D8%A8%D9%84%D8%AF%D8%AA%D9%8E%D9%8A-%D8%B2%D8%A8%D9%82%D9%8A%D9%86-%D9%88%D8%AC%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D8%A8%D8%B7%D9%85-2,420682,0,0,article also covers ongoing artillery shelling of Zebqin/Jabal al-Botm w/ no deaths
