article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
420942,1,,2026-03-18,dawn,البسطة وزقاق البلاط,البسطة / زقاق البلاط (Basta / Zuqaq al-Blat),Beirut,Beirut,10,27,airstrike,unspecified,final,1,0,"combined final toll for both dawn Beirut strikes, supersedes 420876/420939"
420943,1,,2026-03-18,,الكورنيش البحري - صيدا,صيدا (Sidon Corniche),Sidon,South Lebanon,2,1,strike on vehicle,"car (1 medic - Civil Defense, explicit)",preliminary,0,0,likely same incident as 420958 (driver + named Civil Defense member) - do not double count
420944,1,,2026-03-18,,القليعة - مبنى اندريه الحاج,القليعة (Qlaya),Marjayoun,Nabatieh,2,0,artillery shelling,apartment,preliminary,0,0,"1 child; distinct incident/date/mechanism from the March 9 Qlaya priest killing (418805, batch 3); article also covers Majdal Selem/Khirbet Selm/Jdeidet Marjayoun/Ebl al-Saqi shelling w/ no deaths given here (Khirbet Selm toll appears later in 420988)"
420947,1,,2026-03-17,,بعلبك,بعلبك (Baalbek city - Ras al-Ain),Baalbek,Baalbek-Hermel,4,7,airstrike,residential building,final,0,0,"final toll, confirms 420869 - supersedes 420855 chain"
420958,1,,2026-03-18,,الطريق البحرية - صيدا,صيدا (Sidon coastal road),Sidon,South Lebanon,2,0,strike on vehicle,driver + Civil Defense member (named: Fahmi Mohieddine al-Shamiya),preliminary,0,0,likely same incident as 420943 - do not double count
420959,1,,2026-03-18,evening (just now),سحمر,سحمر (Sohmor),West Bekaa,Bekaa,2,0,airstrike,residence,preliminary,0,0,"described as a fresh/further strike - possibly additional to the 420899/420936 chain rather than an update of it, flag for merge review"
420973,1,,2026-03-18,,دير الزهراني,دير الزهراني (Deir al-Zahrani),Zahrani,South Lebanon,2,7,airstrike,residential building,preliminary,0,0,
420988,1,,2026-03-18,,خربة سلم - بئر السلاسل,خربة سلم (Khirbet Selm),Bint Jbeil,Nabatieh,2,,strike on responder post,Islamic Health Authority point,preliminary,0,0,toll for the Khirbet Selm strike mentioned earlier without numbers in 420944
421064,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
421111,1,,2026-03-18,,شعت,شعت (Chaat),Baalbek,Baalbek-Hermel,4,,airstrike,residence,preliminary,0,0,"distinct date from the March 11 Chaat massacre (419357/419395, batch 4); update in 421113 (6, named family)"
421113,1,,2026-03-18,,أطراف شعت لجهة يونين,شعت (Chaat - toward Younine),Baalbek,Baalbek-Hermel,6,,airstrike,residence,preliminary,0,0,"named: Namr family (Hussein, wife Asmaa al-Kaheel, and 4 children); update to 421111"
421215,1,,2026-03-19,,البازورية,البازورية (Bazouriyeh),Tyre,South Lebanon,1,2,airstrike,unspecified,preliminary,0,0,
421236,1,,2026-03-19,,أطراف عدلون,عدلون (Adloun - outskirts),Sidon,South Lebanon,2,0,airstrike,residence,preliminary,0,0,distinct from the later March 24 Adloun-area incidents (422220/422407) - different date
421438,1,,2026-03-20,dawn,بافيله,بافيله (Bafiliyeh),Tyre,South Lebanon,2,1,airstrike,residence,preliminary,0,0,"article also mentions strikes on Bint Jbeil city, Al-Tiri, and a repeated Kfartebnit strike w/ no deaths given"
421542,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
421608,1,,2026-03-20,dawn,الغندورية,الغندورية (Al-Ghandouriyeh),Bint Jbeil,Nabatieh,1,2,airstrike,residence,preliminary,0,0,article also mentions renewed artillery shelling of Naqoura w/ no deaths
421690,1,,2026-03-21,dawn,زوطر الشرقية,زوطر الشرقية (Zawtar al-Sharqiya),Nabatieh,Nabatieh,1,0,airstrike,residence,preliminary,0,0,fourth distinct Zawtar al-Sharqiya incident this study period - different date; article also mentions a Jabal al-Rihan heights strike w/ no deaths
421727,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
421816,1,,2026-03-22,dawn,السلطانية,السلطانية (Al-Sultaniyeh),Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,preliminary,0,1,count hedged ('وافيد'); update in 421849 (3)
421816b,1,,2026-03-22,,الصوانة,الصوانة (Al-Sawwaneh),Tyre,South Lebanon,1,0,airstrike,unspecified,preliminary,0,1,same source article as 421816; count hedged; split into own row (different town); confirmed in 421849 (1); article also covers intermittent artillery/machine-gun activity on Qantara/Beit Lif/Qawzah/Aita al-Shaab w/ no deaths
421849,1,,2026-03-22,dawn,السلطانية,السلطانية (Al-Sultaniyeh),Bint Jbeil,Nabatieh,3,3,airstrike,unspecified,preliminary,0,0,MoPH update to 421816 (2->3)
421849b,1,,2026-03-22,,الصوانة,الصوانة (Al-Sawwaneh),Marjayoun,Nabatieh,1,4,airstrike,unspecified,preliminary,0,0,"same source article as 421849; MoPH confirmation of 421816b - split into own row; note district given here as Marjayoun, differs from my Tyre guess in 421816b - use Marjayoun"
421865,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
421924,1,,2026-03-22,,حبوش,حبوش (Habbouch),Nabatieh,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,"named: Hussein Halal (customer service dept head, Electricite du Liban - explicit occupation); company condolence statement functions as primary report of this death; distinct date from the later March 24 Habbouch strike (422404)"
421941,1,,2026-03-23,past midnight,الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,1,1,airstrike,building,preliminary,0,0,"distinct date from the March 11 Al-Shihabiyeh strike (419173, batch 4); possibly same-day duplicate/update of 421968 - flag for merge review"
421961,1,,2026-03-23,,مجدل سلم,مجدل سلم (Majdal Selem),Marjayoun,Nabatieh,1,2,drone strike,motorcycle,preliminary,0,0,fourth distinct Majdal Selem incident this study period - different date
421965,1,,2026-03-23,,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,1,1,artillery shelling,unspecified,preliminary,0,0,"distinct from the earlier vague-count Haniyeh strike (418000, batch 2) - different date/mechanism"
421968,1,,2026-03-23,,الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,1,4,airstrike,unspecified,preliminary,0,0,"same day as 421941 - possibly the same incident restated, flag for merge review"
422053,1,,2026-03-23,afternoon,الحازمية,الحازمية (Hazmieh),Baabda,Mount Lebanon,1,0,airstrike,apartment,preliminary,0,0,confirmed by name by mayor Jean al-Asmar
422058,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422103,0,Retracted by follow-up correction 422110 - the medic/ambulance-strike claim was false,,,,,,,,,,,,,,see 422110 for the corrected version of this incident
422110,1,,2026-03-23,,عيتيت,عيتيت (Aitit),Nabatieh,Nabatieh,1,0,airstrike,residence,preliminary,0,0,"CORRECTION of 422103: no medic/ambulance involved, actually a home strike killing 1 civilian"
422141,1,,2026-03-24,,بشامون,بشامون (Bshamoun),Aley,Mount Lebanon,2,5,airstrike,unspecified,preliminary,0,0,"update in 422204 (3, incl. a 3-year-old girl)"
422142,1,,2026-03-24,past midnight,حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,,ground incursion/raid,civilian home (Israeli infantry force entered and opened fire),preliminary,0,0,"named: Mohammad Ali Hatem Abdel Aal; 4 residents also kidnapped in same raid; detail/update in 422160; article also covers Zafta (2 injured, no death), Sarbin/Hariss/Rashaf/Deir Antar/Toulin strikes and Qawzah clashes w/ no deaths given here"
422152,1,,2026-03-24,,سلعا,سلعا (Sal'a),Tyre,South Lebanon,4,4,airstrike,residence,preliminary,0,0,article also covers Naqoura/Alma al-Shaab artillery w/ no deaths; MoPH update 422204 gives a lower count (2) - flag discrepancy
422160,1,,2026-03-24,dawn,حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,,ground incursion/raid,civilian home,preliminary,0,0,"detail/update to 422142 - same incident, names injured (Ashraf Khalil al-Qadiri) and kidnapped (Shadi Karam Abdel Aal) - do not double count"
422173,1,,2026-03-24,,طريق البرج الشمالي,Burj al-Shamali road,Tyre,South Lebanon,1,0,drone strike,motorcycle,preliminary,1,0,
422204,1,,2026-03-24,,بشامون,بشامون (Bshamoun),Aley,Mount Lebanon,3,4,airstrike,unspecified,preliminary,0,0,"MoPH update to 422141 (2->3), includes a 3-year-old girl"
422204b,1,,2026-03-24,,سلعا,سلعا (Sal'a),Tyre,South Lebanon,2,5,airstrike,residence,preliminary,0,0,"same source article as 422204; MoPH update to 422152 - lower count (4->2), flag discrepancy; split into own row"
422204c,1,,2026-03-24,,صريفا,صريفا (Srifa),Tyre,South Lebanon,3,0,airstrike,unspecified,preliminary,0,0,"same source article as 422204; new/distinct Srifa incident this date; split into own row. Article also gives Aitit: 2 injured only (no death) - consistent w/ 422110's single-death report, not additive"
422206,1,,2026-03-24,,كفرتبنيت,كفرتبنيت (Kfartebnit),Nabatieh,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,"named: Mahmoud Hamad (school inspector, explicit occupation); article also mentions a Haroof drone strike w/ no deaths given here"
422210,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,3,0,airstrike,residence,preliminary,0,0,corrected down to 2 in 422236/422406 (named: Al-Kaoush + wife; son injured) - use 2
422216,1,,2026-03-24,,محرونة,محرونة (Mahrouneh),Zahrani,South Lebanon,1,0,drone strike,motorcycle,preliminary,0,0,
422220,1,,2026-03-24,,بين عدلون وأبو الأسود,Adloun-Abu al-Aswad area,Sidon,South Lebanon,2,2,airstrike,unspecified,preliminary,1,0,"same-day as 422407's Adloun report (4 dead) - possibly the same strike with a later/different count, flag for merge review"
422226,1,,2026-03-24,,الشبريحة,الشبريحة (Shabriha junction),Tyre,South Lebanon,1,0,strike on vehicle,pickup truck,preliminary,0,0,Syrian national; article also mentions a Qana strike w/ no death given
422236,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,2,1,airstrike,residence,preliminary,0,0,CORRECTION of 422210 (3->2); named: Al-Kaoush + wife; confirmed in 422406
422280,1,,2026-03-24,,مدخل النبطية الشمالي,النبطية (Nabatieh city - northern entrance),Nabatieh,Nabatieh,2,0,drone strike,"motorcycle (2 medics, Nabatieh ambulance team, explicit)",preliminary,0,0,"named: Ali Hassan Nazar Jaber, Joud Mohammad Suleiman; same location struck again 2h later, no further casualties reported"
422280b,1,,2026-03-24,,أوتوستراد جبوش - النبطية قرب مبنى النافعة,Jbeshit-Nabatieh highway,Nabatieh,Nabatieh,1,1,drone strike,motorcycle,preliminary,1,0,same source article as 422280; split into own row (different location)
422280c,1,,2026-03-24,,أوتوستراد حبوش - النبطية قرب مطعم الفيروز,Habbouch-Nabatieh highway,Nabatieh,Nabatieh,1,0,drone strike,motorcycle,preliminary,1,0,same source article as 422280; Syrian national; split into own row (different location). Article also mentions a Nabatieh al-Fawqa strike w/ no deaths
422303,1,,2026-03-24,dawn,حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,1,ground incursion/raid,15-year-old (kidnapping of another resident during the same raid),preliminary,0,0,same village and likely same broader raid as 422142/422160 but a distinct additional victim (age 15) and a separate kidnapping - flag heavily for merge review re: whether this is the same overall incident
422317,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422378,1,,2026-03-24,,كونين - محلة البركة,كونين (Kounine),Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,
422404,1,,2026-03-24,,حبوش,حبوش (Habbouch),Nabatieh,Nabatieh,3,18,airstrike,unspecified,preliminary,0,0,"distinct date from the earlier March 22 Habbouch strike (421924) and the March 18 Habbouch strike (420868, batch 6)"
422406,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,2,4,airstrike,apartment,final,0,0,MoPH confirmation of the corrected 422236 chain - do not double count
422407,1,,2026-03-24,,عدلون,عدلون (Adloun),Sidon,South Lebanon,4,1,airstrike,unspecified,preliminary,0,0,"same-day as 422220's Adloun-area report (2 dead) - possibly the same strike with a different/updated count, flag for merge review"
422420,1,,2026-03-25,,باتوليه,باتوليه (Batouliyeh),Tyre,South Lebanon,1,1,airstrike,residence,preliminary,0,0,
422440,0,Hezbollah statement describing its own attacks on Israeli troop concentrations at Qawzah/Naqoura - not an Israeli attack on Lebanon,,,,,,,,,,,,,,
422441,1,,2026-03-25,past midnight,بين زوطر الشرقية وزوطر الغربية,Zawtar al-Sharqiya/al-Gharbiya area,Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,1,0,
422453,0,MoPH condolence statement identifying the 2 medics already reported killed in 422280 (batch 7); no new incident data beyond a cumulative medic-death count,,,,,,,,,,,,,,
422484,0,"Funeral procession for the medics already reported in 422280/422453 - commemoration, not a new incident",,,,,,,,,,,,,,
422520,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422527,1,,2026-03-25,afternoon,البيسارية,البيسارية (Beisariyeh),Nabatieh,Nabatieh,2,,airstrike,residence,preliminary,0,0,"district uncertain, verify; roundup article covers many other same-afternoon strikes/shelling (Bint Jbeil city, Bayyada, Naqoura, Qaaqaait al-Sanawbar, Tibnine, Yatar, Khiam, Majdal Zoun, Deir Siryan x5, Khiam house demolitions, empty homes in Majadel/Joya) w/ no deaths reported for any of those"
422535,1,,2026-03-25,evening,حاروف - حي البيدر,حاروف (Haroof),Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,0,0,named: Sheikh Hussein al-Naji + wife; confirmed in 422584
422579,1,,2026-03-25,,كونين,كونين (Kounine),Bint Jbeil,Nabatieh,3,4,airstrike,unspecified,preliminary,0,0,"distinct date from the March 24 Kounine strike (422378, batch 7); same-article Toulin strike had injuries only, no death"
422584,1,,2026-03-25,evening,حاروف,حاروف (Haroof),Nabatieh,Nabatieh,2,8,airstrike,residence,preliminary,0,0,MoPH confirmation of 422535 - do not double count
422642,1,,2026-03-26,morning,بنت جبيل - صف الهوا,بنت جبيل (Bint Jbeil - Saf al-Hawa area),Bint Jbeil,Nabatieh,3,0,airstrike,unspecified,preliminary,0,0,second distinct Saf al-Hawa strike this study period - different date from 419162 (batch 4)
422645,1,,2026-03-26,,كفررمان - حي المعاقيل,كفررمان (Kfarremen),Bint Jbeil,Nabatieh,2,,airstrike,residential/commercial building,preliminary,0,0,update/confirmation in 422813 (2/8 injured)
422801,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422813,1,,2026-03-26,,كفررمان,كفررمان (Kfarremen),Bint Jbeil,Nabatieh,2,8,airstrike,residential/commercial building,preliminary,0,0,MoPH confirmation of 422645 - do not double count
422909,1,,2026-03-27,dawn,تحويطة الغدير,تحويطة الغدير (Tahwitat al-Ghadir),Baabda,Mount Lebanon,2,0,airstrike,unspecified,preliminary,0,0,
422925,1,,2026-03-27,,البزالية - شمال بعلبك,البزالية (Bzaaliyeh),Baalbek,Baalbek-Hermel,1,2,airstrike,residence,preliminary,0,0,victim identified as a pregnant woman carrying twins in update 422997
422950,1,,2026-03-27,,السكسكية,السكسكية (Al-Suksukiyeh),Sidon,South Lebanon,4,8,airstrike,populated residence,preliminary,0,0,"update in 423013 (two combined strikes, final: 6 incl. 3 children)"
422956,1,,2026-03-27,before noon,زوطر الشرقية,زوطر الشرقية (Zawtar al-Sharqiya),Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,0,0,fifth distinct Zawtar al-Sharqiya incident this study period - different date; article also mentions a second strike on open land and a Zawtar al-Gharbiya strike w/ no deaths
422994,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422997,1,,2026-03-27,,البزالية,البزالية (Bzaaliyeh),Baalbek,Baalbek-Hermel,1,7,airstrike,residence,preliminary,0,0,"detail/update to 422925 - same victim (pregnant woman w/ twins), not additive"
423013,1,,2026-03-27,,السكسكية,السكسكية (Al-Suksukiyeh),Sidon,South Lebanon,6,17,airstrike,populated residence,preliminary,0,0,"MoPH update to 422950 chain (two combined strikes: 4->6, incl. 3 children)"
423063,1,,2026-03-27,,الصرفند,الصرفند (Al-Sarafand),Sidon,South Lebanon,1,17,airstrike,unspecified,preliminary,0,0,
423086,1,,2026-03-27,past midnight,دوار كفرتبنيت - ارنون - النبطية,Kfartebnit-Arnoun-Nabatieh roundabout,Nabatieh,Nabatieh,2,,strike on responder post,"Islamic Health Authority point (medics, explicit)",preliminary,1,0,"event_date corrected from Mar 28 (publish date) to Mar 27 per explicit 'ليل الخميس-الجمعة' (Thu-Fri night) text - validation audit fix; this pushes it off 423091's Mar 28 date, so no longer treated as the same incident (previously merged as a likely-discrepant duplicate) - now standalone, flag for user review whether still related; article also covers Al-Dawir/Haroof/Kfarsir/Arabsalim strikes and Yohmor al-Shaqif/Arnoun shelling w/ no deaths given here"
423088,1,,2026-03-28,dawn,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"'between dead and wounded', all Syrian nationals, no number given; chain continues in 423103/423112/423276 (final: 7)"
423091,1,,2026-03-28,past midnight,كفرتبنيت,كفرتبنيت (Kfartebnit),Nabatieh,Nabatieh,1,4,strike on responder team,"civil defense/health ambulance (medic, explicit)",preliminary,0,0,"no retrospective-language marker in this article's own text, kept at its publish date (Mar 28); 423086 (previously treated as the same incident) has been re-dated to Mar 27 per validation audit - these are now standalone incidents, possibly the same underlying event reported a day apart by different sources, flag for user review"
423093,1,,2026-03-28,,حداثا,حداثا (Hidatha),Tyre,South Lebanon,1,0,drone strike,motorcycle,preliminary,0,0,article also covers Shamaa/Yatar/Tair Harfa/Shaqra strikes and western-sector artillery w/ no deaths given here
423095,1,,2026-03-28,,طريق زوطر الشرقية,Zawtar al-Sharqiya road,Nabatieh,Nabatieh,,,drone strike,"medics, Islamic Resalah Scouts (explicit)",preliminary,0,1,"plural 'martyrs', no number given"
423099,1,,2026-03-28,morning,دير الزهراني,دير الزهراني (Deir al-Zahrani),Zahrani,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"plural 'martyrs', no number given; at least one identified by name in 423199 (soldier)"
423103,1,,2026-03-28,,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,,,airstrike,all Syrian nationals,preliminary,0,1,"continuation of the 423088 chain, still no firm number here; article also covers Beit Siyad/Al-Mansouri strikes and Qlaile artillery w/ no deaths given here"
423112,1,,2026-03-28,dawn,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,5,8,airstrike,unspecified,preliminary,0,0,quantifies the 423088/423103 chain (5 Syrian bodies recovered); further updated to 7 in 423276 (final); article also mentions Ain Qana cemetery-area drone strike and Kfarsir/Arnoun strikes w/ no deaths given here
423127,1,,2026-03-28,,طريق جزين - كفرحونة,Jezzine-Kfarhouneh road,Jezzine,South Lebanon,,,strike on vehicle,"car (Mercedes), incl. a woman",preliminary,0,1,"plural 'martyrs', no number given - likely the same strike detailed in 423138 (journalists killed, one of whom is a woman) - flag as probable duplicate, use 423138's fuller figure (4)"
423133,1,,2026-03-28,,العوينات بين رميش ودبل,Al-Awainat (between Rmeish and Debel),Bint Jbeil,Nabatieh,2,0,direct gunfire,civilian car (father + son),preliminary,1,0,"district uncertain (Rmeish/Debel border area), verify; distinct attack_type - small-arms fire, not airstrike/artillery/drone; article also mentions Yatar/Beit Yahoun strikes and an unexploded rocket on Maaraka w/ no deaths"
423138,1,,2026-03-28,,طريق جزين,طريق جزين (Jezzine road),Jezzine,South Lebanon,4,0,strike on vehicle,press/media vehicle (Al-Manar team),preliminary,0,0,"named: journalists Ali Shoeib (Al-Manar) and Fatima Fatouni (Al-Mayadeen) + 2 others; likely same incident as 423127 - do not double count, this is the fuller/more specific report"
423197,1,,2026-03-28,,طريق مدرسة الكوثر - كفرتبنيت,Kfartebnit (Kawthar school road),Nabatieh,Nabatieh,1,0,drone strike,unspecified,preliminary,1,0,article also mentions a separate Meifadoun strike w/ no deaths given
423199,1,,2026-03-28,,دير الزهراني,دير الزهراني (Deir al-Zahrani),Zahrani,South Lebanon,1,0,airstrike,"soldier, Lebanese Army (explicit)",preliminary,0,0,"Army eulogy naming Cpl. Mohammad Mufid Tfeili - the only quantified data point for 423099's otherwise vague 'martyrs' report, treated as contributing new information rather than pure commemoration"
423223,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
423240,1,,2026-03-28,,معركة,معركة (Maaraka),Tyre,South Lebanon,1,1,airstrike,unspecified,preliminary,0,0,article also covers Habbariyeh/Ferdaws artillery and a Khiam strike w/ no deaths given here
423240b,1,,2026-03-28,,العيشية,العيشية (Al-Eishiyeh),Jezzine,South Lebanon,2,0,drone strike,unspecified,preliminary,0,0,same source article as 423240; split into own row (different town)
423270,1,,2026-03-28,,جويا,جويا (Joya),Tyre,South Lebanon,1,0,airstrike,unspecified,preliminary,0,0,"a further, distinct Joya incident this study period - different date from prior Joya strikes"
423276,1,,2026-03-28,,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,7,9,airstrike,unspecified,final,0,0,FINAL MoPH toll for the 423088/423103/423112 chain (6 Syrian incl. 1 child + 1 Lebanese)
423288,0,"Army eulogy identifying a death (Cpl. Fadl Abdullah Ayoub, Kfartebnit, 28/3) very likely already captured in 423197's Kfartebnit strike report - no new count",,,,,,,,,,,,,,
423304,1,,2026-03-28,,دير الزهراني,دير الزهراني (Deir al-Zahrani),Zahrani,South Lebanon,7,8,airstrike,unspecified,final,0,0,"MoPH final toll, quantifies the vague 423099 report; matches the soldier named in 423199"
423318,1,,2026-03-29,,جويا,جويا (Joya),Tyre,South Lebanon,2,3,airstrike,unspecified,preliminary,0,0,article also restates a 7-dead Al-Haniyeh toll that likely duplicates the March 28 final toll (423276) rather than being a new incident - not counted separately; also mentions Deb'aal/Batouliyeh/Deir Qanoun Ras al-Ain/Bayyada/Bint Jbeil activity w/ no new deaths given here
423331,1,,2026-03-29,,مستشفى بنت جبيل - محيط,بنت جبيل (Bint Jbeil - hospital area),Bint Jbeil,Nabatieh,,,strike on responder post,Islamic Health Authority center,preliminary,0,1,vague count ('info about deaths and injuries'); quantified in 423333 (2 medics); article also mentions a Deir Kifa health-center strike w/ no injuries
423333,1,,2026-03-29,,مستشفى بنت جبيل - محيط,بنت جبيل (Bint Jbeil - hospital area),Bint Jbeil,Nabatieh,2,0,strike on responder post,"2 medics, Islamic Health Authority (explicit)",preliminary,0,0,update/quantification of 423331
423335,1,,2026-03-29,,عبا,عبا (Aaba),Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,0,0,"distinct date from other Aaba incidents this study period; article also references damage to a Nabatieh city commercial center from a prior night's strike, no deaths given"
423421,1,,2026-03-29,,شقرا,شقرا (Shaqra),Bint Jbeil,Nabatieh,4,0,airstrike,unspecified,preliminary,0,0,during ongoing artillery shelling of the area; update in 423494 (5); article also mentions Tair Harfa shelling w/ no deaths
423422,1,,2026-03-29,,بنت جبيل (مدينة),بنت جبيل (Bint Jbeil city),Bint Jbeil,Nabatieh,1,0,strike on ambulance,medic (explicit),preliminary,0,0,"MoPH statement, possibly overlapping with the 423331/423333 Bint Jbeil hospital-area health-center strike (same day) - flag heavily for merge review re: whether additive to that 2-medic total or a distinct third"
423469,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
423494,1,,2026-03-29,,شقرا,شقرا (Shaqra),Bint Jbeil,Nabatieh,5,2,airstrike,unspecified,preliminary,0,0,MoPH update to 423421 (4->5)
423495,0,Hezbollah statement describing its own attacks on Israeli forces at Maroun al-Ras/Qantara/Houla border areas - not an Israeli attack on Lebanon,,,,,,,,,,,,,,
423544,1,,2026-03-30,,برعشيت,برعشيت (Bar'ashit),Bint Jbeil,Nabatieh,1,1,airstrike,unspecified,preliminary,0,0,
423546,1,,2026-03-30,,حناويه,حناويه (Hanawiyeh),Tyre,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"'a number of martyrs', no figure given; distinct date from the March 10 Hanawiyeh double-tap strike (419097, batch 4)"
423579,1,,2026-03-30,,حاجز العامرية - طريق القليلة - صور,Al-Aamriyeh checkpoint (Qlaile-Tyre road),Tyre,South Lebanon,1,,direct attack on military checkpoint,"soldier, Lebanese Army (explicit)",preliminary,0,0,"Army statement; detail/update in 423672 (same incident, 1 dead + 5 injured incl. an officer)"
423618,0,Hezbollah statement describing its own attacks on Israeli forces at Beit Lif/Tayibeh/Deir Siryan and a strike on Kiryat Shmona settlement - not an Israeli attack on Lebanon,,,,,,,,,,,,,,
423630,1,,2026-03-30,,الرحاب - الضاحية الجنوبية,"الرحاب (Al-Rihab, Beirut southern suburb)",Baabda,Mount Lebanon,1,17,airstrike,unspecified,preliminary,0,0,
423645,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
423651,1,,2026-03-30,,بنت جبيل (مدينة) - السوق التجاري,بنت جبيل (Bint Jbeil city - market),Bint Jbeil,Nabatieh,4,0,airstrike,commercial market,preliminary,0,0,a further distinct Bint Jbeil city strike this study period - different date
423672,1,,2026-03-30,,حاجز العامرية - طريق القليلة - صور,Al-Aamriyeh checkpoint (Qlaile-Tyre road),Tyre,South Lebanon,1,5,direct attack on military checkpoint,soldier + officer among injured (explicit),preliminary,0,0,"Army statement, update/detail to 423579 - do not double count"
423676,0,Hezbollah statement describing its own attacks on Israeli forces (Merkava tanks) near Beit Lif/Ainata/Aytaroun road - not an Israeli attack on Lebanon,,,,,,,,,,,,,,
423679,1,,2026-03-30,,الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,4,,airstrike,residence,preliminary,0,0,a further distinct Al-Shihabiyeh incident this study period - different date
423746,1,,2026-03-31,past midnight,عبا,عبا (Aaba),Nabatieh,Nabatieh,1,0,airstrike,residence,preliminary,0,0,named: Shadi Hassan Moallem; distinct date from 423335's Aaba strike; article also mentions Al-Dawir/Samouqa/Deir al-Zahrani strikes w/ no deaths given here
423788,1,,2026-03-31,,القاسمية,القاسمية (Qasimiyeh),Tyre,South Lebanon,2,0,drone strike,car (Rapid),preliminary,0,0,update/confirmation in 423796 (2/3 injured)
423788b,1,,2026-03-31,,دير كيفا,دير كيفا (Deir Kifa),Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,preliminary,0,0,same source article as 423788; split into own row (different town) - distinct from 423331's earlier no-injury Deir Kifa health-center strike
423796,1,,2026-03-31,,القاسمية,القاسمية (Qasimiyeh),Tyre,South Lebanon,2,3,drone strike,car (Rapid),preliminary,0,0,MoPH confirmation of 423788 - do not double count; article also mentions a Qantara strike w/ no deaths given here
423850,1,,2026-03-31,,صريفا,صريفا (Srifa),Tyre,South Lebanon,2,3,airstrike,unspecified,preliminary,0,0,third distinct Srifa incident this study period - different date; update in 423952 (3/19 injured)
423900,0,Hezbollah statement describing an ambush/IED attack on an Israeli armored force in Beit Lif - not an Israeli attack on Lebanon,,,,,,,,,,,,,,
423940,1,,2026-03-31,evening,طريق عين المزراب - تبنين,Ain al-Mazraab road (Tibnine),Bint Jbeil,Nabatieh,1,0,drone strike,vehicle,preliminary,1,0,article also mentions Haroof/Bar'ashit strikes w/ no deaths given here
423948,1,,2026-03-31,,النجارية,النجارية (Najariyeh),Sidon,South Lebanon,5,,airstrike,residence,preliminary,0,1,'more than 5' per initial info; MoPH update 423955 gives a lower count (4) - flag discrepancy
423950,1,,2026-03-31,afternoon,جبشيت,جبشيت (Jbeshit),Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,0,0,named: Akram al-Ibrahimi + pregnant wife Alaa Naimi Bahmad
